tree_order,cell_name,parent,founder_lineage,generation_from_founder,depth_from_P0,is_terminal,x_position,birth_time_min,end_time_min,branch_duration_min,apop_fate,ignore_apoptosis_fate
1,P0,,P0,0,0,False,424.3916015625,0.0,40.0,40.0,Unspecified,Not annotated
2,AB,P0,AB,0,1,False,245.2783203125,40.0,57.0,17.0,Unspecified,Not annotated
3,ABa,AB,AB,1,2,False,130.279296875,57.0,75.0,18.0,Unspecified,Not annotated
4,ABal,ABa,AB,2,3,False,64.85546875,75.0,93.0,18.0,Unspecified,Unspecified
5,ABala,ABal,AB,3,4,False,31.328125,93.0,112.0,19.0,Unspecified,Neuron
6,ABalaa,ABala,AB,4,5,False,14.984375,112.0,132.0,20.0,Unspecified,Neuron
7,ABalaaa,ABalaa,AB,5,6,False,7.5,132.0,154.0,22.0,Unspecified,Neuron
8,ABalaaaa,ABalaaa,AB,6,7,False,3.5,154.0,178.0,24.0,Unspecified,Neuron
9,ABalaaaal,ABalaaaa,AB,7,8,False,1.5,178.0,205.0,27.0,Unspecified,Neuron
10,ABalaaaala,ABalaaaal,AB,8,9,False,0.5,205.0,235.0,30.0,Unspecified,Neuron
11,ABalaaaalal,ABalaaaala,AB,9,10,True,0.0,235.0,263.0,28.0,Neuron,Neuron
12,ABalaaaalar,ABalaaaala,AB,9,10,True,1.0,235.0,263.0,28.0,Death,Not annotated
13,ABalaaaalp,ABalaaaal,AB,8,9,False,2.5,205.0,235.0,30.0,Unspecified,Neuron
14,ABalaaaalpa,ABalaaaalp,AB,9,10,True,2.0,235.0,263.0,28.0,Death,Not annotated
15,ABalaaaalpp,ABalaaaalp,AB,9,10,True,3.0,235.0,263.0,28.0,Neuron,Neuron
16,ABalaaaar,ABalaaaa,AB,7,8,False,5.5,178.0,205.0,27.0,Unspecified,Neuron
17,ABalaaaarl,ABalaaaar,AB,8,9,False,4.5,205.0,235.0,30.0,Unspecified,Neuron
18,ABalaaaarla,ABalaaaarl,AB,9,10,True,4.0,235.0,263.0,28.0,Death,Not annotated
19,ABalaaaarlp,ABalaaaarl,AB,9,10,True,5.0,235.0,263.0,28.0,Neuron,Neuron
20,ABalaaaarr,ABalaaaar,AB,8,9,False,6.5,205.0,235.0,30.0,Unspecified,Neuron
21,ABalaaaarra,ABalaaaarr,AB,9,10,True,6.0,235.0,263.0,28.0,Death,Not annotated
22,ABalaaaarrp,ABalaaaarr,AB,9,10,True,7.0,235.0,263.0,28.0,Neuron,Neuron
23,ABalaaap,ABalaaa,AB,6,7,False,11.5,154.0,178.0,24.0,Unspecified,Neuron
24,ABalaaapa,ABalaaap,AB,7,8,False,9.5,178.0,205.0,27.0,Unspecified,Neuron
25,ABalaaapal,ABalaaapa,AB,8,9,False,8.5,205.0,235.0,30.0,Neuron,Neuron
26,ABalaaapall,ABalaaapal,AB,9,10,True,8.0,235.0,263.0,28.0,Neuron,Neuron
27,ABalaaapalr,ABalaaapal,AB,9,10,True,9.0,235.0,263.0,28.0,Neuron,Neuron
28,ABalaaapar,ABalaaapa,AB,8,9,False,10.5,205.0,235.0,30.0,Unspecified,Neuron
29,ABalaaaparl,ABalaaapar,AB,9,10,True,10.0,235.0,263.0,28.0,Death,Not annotated
30,ABalaaaparr,ABalaaapar,AB,9,10,True,11.0,235.0,263.0,28.0,Neuron,Neuron
31,ABalaaapp,ABalaaap,AB,7,8,False,13.5,178.0,205.0,27.0,Unspecified,Neuron
32,ABalaaappl,ABalaaapp,AB,8,9,False,12.5,205.0,235.0,30.0,Unspecified,Neuron
33,ABalaaappll,ABalaaappl,AB,9,10,True,12.0,235.0,263.0,28.0,Neuron,Neuron
34,ABalaaapplr,ABalaaappl,AB,9,10,True,13.0,235.0,263.0,28.0,Death,Not annotated
35,ABalaaappr,ABalaaapp,AB,8,9,False,14.5,205.0,235.0,30.0,Neuron,Neuron
36,ABalaaapprl,ABalaaappr,AB,9,10,True,14.0,235.0,263.0,28.0,Neuron,Neuron
37,ABalaaapprr,ABalaaappr,AB,9,10,True,15.0,235.0,263.0,28.0,Neuron,Neuron
38,ABalaap,ABalaa,AB,5,6,False,22.46875,132.0,154.0,22.0,Unspecified,Neuron
39,ABalaapa,ABalaap,AB,6,7,False,19.125,154.0,178.0,24.0,Unspecified,Neuron
40,ABalaapaa,ABalaapa,AB,7,8,False,17.5,178.0,205.0,27.0,Unspecified,Neuron
41,ABalaapaaa,ABalaapaa,AB,8,9,False,16.5,205.0,235.0,30.0,Unspecified,Neuron
42,ABalaapaaal,ABalaapaaa,AB,9,10,True,16.0,235.0,263.0,28.0,Death,Not annotated
43,ABalaapaaar,ABalaapaaa,AB,9,10,True,17.0,235.0,263.0,28.0,Neuron,Neuron
44,ABalaapaap,ABalaapaa,AB,8,9,False,18.5,205.0,235.0,30.0,Unspecified,Neuron
45,ABalaapaapa,ABalaapaap,AB,9,10,True,18.0,235.0,263.0,28.0,Death,Not annotated
46,ABalaapaapp,ABalaapaap,AB,9,10,True,19.0,235.0,263.0,28.0,Neuron,Neuron
47,ABalaapap,ABalaapa,AB,7,8,False,20.75,178.0,205.0,27.0,Unspecified,Neuron
48,ABalaapapa,ABalaapap,AB,8,9,True,20.0,205.0,233.0,28.0,Death,Not annotated
49,ABalaapapp,ABalaapap,AB,8,9,False,21.5,205.0,235.0,30.0,Unspecified,Neuron
50,ABalaapappa,ABalaapapp,AB,9,10,True,21.0,235.0,263.0,28.0,Death,Not annotated
51,ABalaapappp,ABalaapapp,AB,9,10,True,22.0,235.0,263.0,28.0,Neuron,Neuron
52,ABalaapp,ABalaap,AB,6,7,False,25.8125,154.0,178.0,24.0,Unspecified,Neuron
53,ABalaappa,ABalaapp,AB,7,8,False,23.75,178.0,205.0,27.0,Unspecified,Neuron
54,ABalaappaa,ABalaappa,AB,8,9,True,23.0,205.0,233.0,28.0,Death,Not annotated
55,ABalaappap,ABalaappa,AB,8,9,False,24.5,205.0,235.0,30.0,Neuron,Neuron
56,ABalaappapa,ABalaappap,AB,9,10,True,24.0,235.0,263.0,28.0,Neuron,Neuron
57,ABalaappapp,ABalaappap,AB,9,10,True,25.0,235.0,263.0,28.0,Neuron,Neuron
58,ABalaappp,ABalaapp,AB,7,8,False,27.875,178.0,205.0,27.0,Unspecified,Neuron
59,ABalaapppa,ABalaappp,AB,8,9,False,26.5,205.0,235.0,30.0,Unspecified,Neuron
60,ABalaapppaa,ABalaapppa,AB,9,10,True,26.0,235.0,263.0,28.0,Neuron,Neuron
61,ABalaapppap,ABalaapppa,AB,9,10,True,27.0,235.0,263.0,28.0,Death,Not annotated
62,ABalaapppp,ABalaappp,AB,8,9,False,29.25,205.0,235.0,30.0,Unspecified,Neuron
63,ABalaappppa,ABalaapppp,AB,9,10,False,28.5,235.0,269.0,34.0,Unspecified,Neuron
64,ABalaappppaa,ABalaappppa,AB,10,11,True,28.0,269.0,297.0,28.0,Neuron,Neuron
65,ABalaappppap,ABalaappppa,AB,10,11,True,29.0,269.0,297.0,28.0,Death,Not annotated
66,ABalaappppp,ABalaapppp,AB,9,10,True,30.0,235.0,263.0,28.0,Neuron,Neuron
67,ABalap,ABala,AB,4,5,False,47.671875,112.0,132.0,20.0,Unspecified,Neuron
68,ABalapa,ABalap,AB,5,6,False,39.21875,132.0,154.0,22.0,Unspecified,Neuron
69,ABalapaa,ABalapa,AB,6,7,False,34.6875,154.0,178.0,24.0,Unspecified,Neuron
70,ABalapaaa,ABalapaa,AB,7,8,False,32.5,178.0,205.0,27.0,Unspecified,Neuron
71,ABalapaaaa,ABalapaaa,AB,8,9,False,31.5,205.0,235.0,30.0,Unspecified,Neuron
72,ABalapaaaaa,ABalapaaaa,AB,9,10,True,31.0,235.0,263.0,28.0,Neuron,Neuron
73,ABalapaaaap,ABalapaaaa,AB,9,10,True,32.0,235.0,263.0,28.0,Death,Not annotated
74,ABalapaaap,ABalapaaa,AB,8,9,False,33.5,205.0,235.0,30.0,Neuron,Neuron
75,ABalapaaapa,ABalapaaap,AB,9,10,True,33.0,235.0,263.0,28.0,Neuron,Neuron
76,ABalapaaapp,ABalapaaap,AB,9,10,True,34.0,235.0,263.0,28.0,Neuron,Neuron
77,ABalapaap,ABalapaa,AB,7,8,False,36.875,178.0,205.0,27.0,Unspecified,Neuron
78,ABalapaapa,ABalapaap,AB,8,9,False,35.5,205.0,235.0,30.0,Unspecified,Neuron
79,ABalapaapaa,ABalapaapa,AB,9,10,True,35.0,235.0,263.0,28.0,Neuron,Neuron
80,ABalapaapap,ABalapaapa,AB,9,10,True,36.0,235.0,263.0,28.0,Death,Not annotated
81,ABalapaapp,ABalapaap,AB,8,9,False,38.25,205.0,235.0,30.0,Unspecified,Neuron
82,ABalapaappa,ABalapaapp,AB,9,10,False,37.5,235.0,269.0,34.0,Unspecified,Neuron
83,ABalapaappaa,ABalapaappa,AB,10,11,True,37.0,269.0,297.0,28.0,Neuron,Neuron
84,ABalapaappap,ABalapaappa,AB,10,11,True,38.0,269.0,297.0,28.0,Death,Not annotated
85,ABalapaappp,ABalapaapp,AB,9,10,True,39.0,235.0,263.0,28.0,Neuron,Neuron
86,ABalapap,ABalapa,AB,6,7,False,43.75,154.0,178.0,24.0,Unspecified,Neuron
87,ABalapapa,ABalapap,AB,7,8,False,41.125,178.0,205.0,27.0,Unspecified,Neuron
88,ABalapapaa,ABalapapa,AB,8,9,True,40.0,205.0,233.0,28.0,Death,Not annotated
89,ABalapapap,ABalapapa,AB,8,9,False,42.25,205.0,235.0,30.0,Unspecified,Neuron
90,ABalapapapa,ABalapapap,AB,9,10,False,41.5,235.0,269.0,34.0,Unspecified,Neuron
91,ABalapapapaa,ABalapapapa,AB,10,11,True,41.0,269.0,297.0,28.0,Neuron,Neuron
92,ABalapapapap,ABalapapapa,AB,10,11,True,42.0,269.0,297.0,28.0,Death,Not annotated
93,ABalapapapp,ABalapapap,AB,9,10,True,43.0,235.0,263.0,28.0,Neuron,Neuron
94,ABalapapp,ABalapap,AB,7,8,False,46.375,178.0,205.0,27.0,Unspecified,Neuron
95,ABalapappa,ABalapapp,AB,8,9,False,45.25,205.0,235.0,30.0,Unspecified,Neuron
96,ABalapappaa,ABalapappa,AB,9,10,False,44.5,235.0,269.0,34.0,Unspecified,Neuron
97,ABalapappaaa,ABalapappaa,AB,10,11,True,44.0,269.0,297.0,28.0,Neuron,Neuron
98,ABalapappaap,ABalapappaa,AB,10,11,True,45.0,269.0,297.0,28.0,Death,Not annotated
99,ABalapappap,ABalapappa,AB,9,10,True,46.0,235.0,263.0,28.0,Neuron,Neuron
100,ABalapappp,ABalapapp,AB,8,9,False,47.5,205.0,235.0,30.0,Neuron,Neuron
101,ABalapapppa,ABalapappp,AB,9,10,True,47.0,235.0,263.0,28.0,Neuron,Neuron
102,ABalapapppp,ABalapappp,AB,9,10,True,48.0,235.0,263.0,28.0,Neuron,Neuron
103,ABalapp,ABalap,AB,5,6,False,56.125,132.0,154.0,22.0,Unspecified,Neuron
104,ABalappa,ABalapp,AB,6,7,False,51.625,154.0,178.0,24.0,Unspecified,Neuron
105,ABalappaa,ABalappa,AB,7,8,False,49.75,178.0,205.0,27.0,Unspecified,Neuron
106,ABalappaaa,ABalappaa,AB,8,9,True,49.0,205.0,233.0,28.0,Death,Not annotated
107,ABalappaap,ABalappaa,AB,8,9,False,50.5,205.0,235.0,30.0,Unspecified,Neuron
108,ABalappaapa,ABalappaap,AB,9,10,True,50.0,235.0,263.0,28.0,Neuron,Neuron
109,ABalappaapp,ABalappaap,AB,9,10,True,51.0,235.0,263.0,28.0,Death,Not annotated
110,ABalappap,ABalappa,AB,7,8,False,53.5,178.0,205.0,27.0,Unspecified,Neuron
111,ABalappapa,ABalappap,AB,8,9,False,52.5,205.0,235.0,30.0,Unspecified,Neuron
112,ABalappapaa,ABalappapa,AB,9,10,True,52.0,235.0,263.0,28.0,Neuron,Neuron
113,ABalappapap,ABalappapa,AB,9,10,True,53.0,235.0,263.0,28.0,Death,Not annotated
114,ABalappapp,ABalappap,AB,8,9,False,54.5,205.0,235.0,30.0,Neuron,Neuron
115,ABalappappa,ABalappapp,AB,9,10,True,54.0,235.0,263.0,28.0,Neuron,Neuron
116,ABalappappp,ABalappapp,AB,9,10,True,55.0,235.0,263.0,28.0,Neuron,Neuron
117,ABalappp,ABalapp,AB,6,7,False,60.625,154.0,178.0,24.0,Unspecified,Neuron
118,ABalapppa,ABalappp,AB,7,8,False,57.875,178.0,205.0,27.0,Unspecified,Neuron
119,ABalapppaa,ABalapppa,AB,8,9,False,56.5,205.0,235.0,30.0,Neuron,Neuron
120,ABalapppaaa,ABalapppaa,AB,9,10,True,56.0,235.0,263.0,28.0,Neuron,Neuron
121,ABalapppaap,ABalapppaa,AB,9,10,True,57.0,235.0,263.0,28.0,Neuron,Neuron
122,ABalapppap,ABalapppa,AB,8,9,False,59.25,205.0,235.0,30.0,Unspecified,Neuron
123,ABalapppapa,ABalapppap,AB,9,10,False,58.5,235.0,269.0,34.0,Unspecified,Neuron
124,ABalapppapaa,ABalapppapa,AB,10,11,True,58.0,269.0,297.0,28.0,Neuron,Neuron
125,ABalapppapap,ABalapppapa,AB,10,11,True,59.0,269.0,297.0,28.0,Death,Not annotated
126,ABalapppapp,ABalapppap,AB,9,10,True,60.0,235.0,263.0,28.0,Neuron,Neuron
127,ABalapppp,ABalappp,AB,7,8,False,63.375,178.0,205.0,27.0,Unspecified,Neuron
128,ABalappppa,ABalapppp,AB,8,9,False,62.25,205.0,235.0,30.0,Unspecified,Neuron
129,ABalappppaa,ABalappppa,AB,9,10,False,61.5,235.0,269.0,34.0,Unspecified,Neuron
130,ABalappppaaa,ABalappppaa,AB,10,11,True,61.0,269.0,297.0,28.0,Neuron,Neuron
131,ABalappppaap,ABalappppaa,AB,10,11,True,62.0,269.0,297.0,28.0,Death,Not annotated
132,ABalappppap,ABalappppa,AB,9,10,True,63.0,235.0,263.0,28.0,Neuron,Neuron
133,ABalappppp,ABalapppp,AB,8,9,False,64.5,205.0,235.0,30.0,Neuron,Neuron
134,ABalapppppa,ABalappppp,AB,9,10,True,64.0,235.0,263.0,28.0,Neuron,Neuron
135,ABalapppppp,ABalappppp,AB,9,10,True,65.0,235.0,263.0,28.0,Neuron,Neuron
136,ABalp,ABal,AB,3,4,False,98.3828125,93.0,112.0,19.0,Unspecified,Unspecified
137,ABalpa,ABalp,AB,4,5,False,82.03125,112.0,132.0,20.0,Unspecified,Unspecified
138,ABalpaa,ABalpa,AB,5,6,False,73.5,132.0,154.0,22.0,Unspecified,Unspecified
139,ABalpaaa,ABalpaa,AB,6,7,False,69.5,154.0,178.0,24.0,Unspecified,Pharynx
140,ABalpaaaa,ABalpaaa,AB,7,8,False,67.5,178.0,205.0,27.0,Unspecified,Pharynx
141,ABalpaaaaa,ABalpaaaa,AB,8,9,False,66.5,205.0,235.0,30.0,Pharynx,Pharynx
142,ABalpaaaaaa,ABalpaaaaa,AB,9,10,True,66.0,235.0,263.0,28.0,Pharynx,Pharynx
143,ABalpaaaaap,ABalpaaaaa,AB,9,10,True,67.0,235.0,263.0,28.0,Pharynx,Pharynx
144,ABalpaaaap,ABalpaaaa,AB,8,9,False,68.5,205.0,235.0,30.0,Unspecified,Pharynx
145,ABalpaaaapa,ABalpaaaap,AB,9,10,True,68.0,235.0,263.0,28.0,Pharynx,Pharynx
146,ABalpaaaapp,ABalpaaaap,AB,9,10,True,69.0,235.0,263.0,28.0,Death,Not annotated
147,ABalpaaap,ABalpaaa,AB,7,8,False,71.5,178.0,205.0,27.0,Unspecified,Pharynx
148,ABalpaaapa,ABalpaaap,AB,8,9,False,70.5,205.0,235.0,30.0,Unspecified,Pharynx
149,ABalpaaapaa,ABalpaaapa,AB,9,10,True,70.0,235.0,263.0,28.0,Pharynx,Pharynx
150,ABalpaaapap,ABalpaaapa,AB,9,10,True,71.0,235.0,263.0,28.0,Death,Not annotated
151,ABalpaaapp,ABalpaaap,AB,8,9,False,72.5,205.0,235.0,30.0,Unspecified,Pharynx
152,ABalpaaappa,ABalpaaapp,AB,9,10,True,72.0,235.0,263.0,28.0,Death,Not annotated
153,ABalpaaappp,ABalpaaapp,AB,9,10,True,73.0,235.0,263.0,28.0,Pharynx,Pharynx
154,ABalpaap,ABalpaa,AB,6,7,False,77.5,154.0,178.0,24.0,Unspecified,Unspecified
155,ABalpaapa,ABalpaap,AB,7,8,False,75.5,178.0,205.0,27.0,Unspecified,Unspecified
156,ABalpaapaa,ABalpaapa,AB,8,9,False,74.5,205.0,235.0,30.0,Unspecified,Not annotated
157,ABalpaapaaa,ABalpaapaa,AB,9,10,True,74.0,235.0,263.0,28.0,Skin,Skin
158,ABalpaapaap,ABalpaapaa,AB,9,10,True,75.0,235.0,263.0,28.0,Pharynx,Pharynx
159,ABalpaapap,ABalpaapa,AB,8,9,False,76.5,205.0,235.0,30.0,Pharynx,Pharynx
160,ABalpaapapa,ABalpaapap,AB,9,10,True,76.0,235.0,263.0,28.0,Pharynx,Pharynx
161,ABalpaapapp,ABalpaapap,AB,9,10,True,77.0,235.0,263.0,28.0,Pharynx,Pharynx
162,ABalpaapp,ABalpaap,AB,7,8,False,79.5,178.0,205.0,27.0,Skin,Skin
163,ABalpaappa,ABalpaapp,AB,8,9,False,78.5,205.0,235.0,30.0,Skin,Skin
164,ABalpaappaa,ABalpaappa,AB,9,10,True,78.0,235.0,263.0,28.0,Skin,Skin
165,ABalpaappap,ABalpaappa,AB,9,10,True,79.0,235.0,263.0,28.0,Skin,Skin
166,ABalpaappp,ABalpaapp,AB,8,9,False,80.5,205.0,235.0,30.0,Skin,Skin
167,ABalpaapppa,ABalpaappp,AB,9,10,True,80.0,235.0,263.0,28.0,Skin,Skin
168,ABalpaapppp,ABalpaappp,AB,9,10,True,81.0,235.0,263.0,28.0,Skin,Skin
169,ABalpap,ABalpa,AB,5,6,False,90.5625,132.0,154.0,22.0,Unspecified,Unspecified
170,ABalpapa,ABalpap,AB,6,7,False,85.8125,154.0,178.0,24.0,Unspecified,Unspecified
171,ABalpapaa,ABalpapa,AB,7,8,False,83.5,178.0,205.0,27.0,Unspecified,Unspecified
172,ABalpapaaa,ABalpapaa,AB,8,9,False,82.5,205.0,235.0,30.0,Unspecified,Not annotated
173,ABalpapaaaa,ABalpapaaa,AB,9,10,True,82.0,235.0,263.0,28.0,Neuron,Neuron
174,ABalpapaaap,ABalpapaaa,AB,9,10,True,83.0,235.0,263.0,28.0,Skin,Skin
175,ABalpapaap,ABalpapaa,AB,8,9,False,84.5,205.0,235.0,30.0,Unspecified,Skin
176,ABalpapaapa,ABalpapaap,AB,9,10,True,84.0,235.0,263.0,28.0,Skin,Skin
177,ABalpapaapp,ABalpapaap,AB,9,10,True,85.0,235.0,263.0,28.0,Death,Not annotated
178,ABalpapap,ABalpapa,AB,7,8,False,88.125,178.0,205.0,27.0,Unspecified,Neuron
179,ABalpapapa,ABalpapap,AB,8,9,False,86.75,205.0,235.0,30.0,Unspecified,Neuron
180,ABalpapapaa,ABalpapapa,AB,9,10,True,86.0,235.0,263.0,28.0,Neuron,Neuron
181,ABalpapapap,ABalpapapa,AB,9,10,False,87.5,235.0,269.0,34.0,Unspecified,Neuron
182,ABalpapapapa,ABalpapapap,AB,10,11,True,87.0,269.0,297.0,28.0,Death,Not annotated
183,ABalpapapapp,ABalpapapap,AB,10,11,True,88.0,269.0,297.0,28.0,Neuron,Neuron
184,ABalpapapp,ABalpapap,AB,8,9,False,89.5,205.0,235.0,30.0,Unspecified,Neuron
185,ABalpapappa,ABalpapapp,AB,9,10,True,89.0,235.0,263.0,28.0,Death,Not annotated
186,ABalpapappp,ABalpapapp,AB,9,10,True,90.0,235.0,263.0,28.0,Neuron,Neuron
187,ABalpapp,ABalpap,AB,6,7,False,95.3125,154.0,178.0,24.0,Unspecified,Pharynx
188,ABalpappa,ABalpapp,AB,7,8,False,93.125,178.0,205.0,27.0,Unspecified,Pharynx
189,ABalpappaa,ABalpappa,AB,8,9,False,91.75,205.0,235.0,30.0,Unspecified,Pharynx
190,ABalpappaaa,ABalpappaa,AB,9,10,True,91.0,235.0,263.0,28.0,Death,Not annotated
191,ABalpappaap,ABalpappaa,AB,9,10,False,92.5,235.0,269.0,34.0,Unspecified,Pharynx
192,ABalpappaapa,ABalpappaap,AB,10,11,True,92.0,269.0,297.0,28.0,Pharynx,Pharynx
193,ABalpappaapp,ABalpappaap,AB,10,11,True,93.0,269.0,297.0,28.0,Death,Not annotated
194,ABalpappap,ABalpappa,AB,8,9,False,94.5,205.0,235.0,30.0,Pharynx,Pharynx
195,ABalpappapa,ABalpappap,AB,9,10,True,94.0,235.0,263.0,28.0,Pharynx,Pharynx
196,ABalpappapp,ABalpappap,AB,9,10,True,95.0,235.0,263.0,28.0,Pharynx,Pharynx
197,ABalpappp,ABalpapp,AB,7,8,False,97.5,178.0,205.0,27.0,Unspecified,Pharynx
198,ABalpapppa,ABalpappp,AB,8,9,False,96.5,205.0,235.0,30.0,Unspecified,Pharynx
199,ABalpapppaa,ABalpapppa,AB,9,10,True,96.0,235.0,263.0,28.0,Pharynx,Pharynx
200,ABalpapppap,ABalpapppa,AB,9,10,True,97.0,235.0,263.0,28.0,Death,Not annotated
201,ABalpapppp,ABalpappp,AB,8,9,False,98.5,205.0,235.0,30.0,Pharynx,Pharynx
202,ABalpappppa,ABalpapppp,AB,9,10,True,98.0,235.0,263.0,28.0,Pharynx,Pharynx
203,ABalpappppp,ABalpapppp,AB,9,10,True,99.0,235.0,263.0,28.0,Pharynx,Pharynx
204,ABalpp,ABalp,AB,4,5,False,114.734375,112.0,132.0,20.0,Unspecified,Neuron
205,ABalppa,ABalpp,AB,5,6,False,105.96875,132.0,154.0,22.0,Unspecified,Neuron
206,ABalppaa,ABalppa,AB,6,7,False,102.25,154.0,178.0,24.0,Unspecified,Neuron
207,ABalppaaa,ABalppaa,AB,7,8,False,100.75,178.0,205.0,27.0,Unspecified,Neuron
208,ABalppaaaa,ABalppaaa,AB,8,9,True,100.0,205.0,233.0,28.0,Death,Not annotated
209,ABalppaaap,ABalppaaa,AB,8,9,False,101.5,205.0,235.0,30.0,Neuron,Neuron
210,ABalppaaapa,ABalppaaap,AB,9,10,True,101.0,235.0,263.0,28.0,Neuron,Neuron
211,ABalppaaapp,ABalppaaap,AB,9,10,True,102.0,235.0,263.0,28.0,Neuron,Neuron
212,ABalppaap,ABalppaa,AB,7,8,False,103.75,178.0,205.0,27.0,Unspecified,Neuron
213,ABalppaapa,ABalppaap,AB,8,9,True,103.0,205.0,233.0,28.0,Death,Not annotated
214,ABalppaapp,ABalppaap,AB,8,9,False,104.5,205.0,235.0,30.0,Unspecified,Neuron
215,ABalppaappa,ABalppaapp,AB,9,10,True,104.0,235.0,263.0,28.0,Death,Not annotated
216,ABalppaappp,ABalppaapp,AB,9,10,True,105.0,235.0,263.0,28.0,Neuron,Neuron
217,ABalppap,ABalppa,AB,6,7,False,109.6875,154.0,178.0,24.0,Unspecified,Neuron
218,ABalppapa,ABalppap,AB,7,8,False,107.5,178.0,205.0,27.0,Neuron,Neuron
219,ABalppapaa,ABalppapa,AB,8,9,False,106.5,205.0,235.0,30.0,Neuron,Neuron
220,ABalppapaaa,ABalppapaa,AB,9,10,True,106.0,235.0,263.0,28.0,Neuron,Neuron
221,ABalppapaap,ABalppapaa,AB,9,10,True,107.0,235.0,263.0,28.0,Neuron,Neuron
222,ABalppapap,ABalppapa,AB,8,9,False,108.5,205.0,235.0,30.0,Neuron,Neuron
223,ABalppapapa,ABalppapap,AB,9,10,True,108.0,235.0,263.0,28.0,Neuron,Neuron
224,ABalppapapp,ABalppapap,AB,9,10,True,109.0,235.0,263.0,28.0,Neuron,Neuron
225,ABalppapp,ABalppap,AB,7,8,False,111.875,178.0,205.0,27.0,Unspecified,Neuron
226,ABalppappa,ABalppapp,AB,8,9,False,110.5,205.0,235.0,30.0,Neuron,Neuron
227,ABalppappaa,ABalppappa,AB,9,10,True,110.0,235.0,263.0,28.0,Neuron,Neuron
228,ABalppappap,ABalppappa,AB,9,10,True,111.0,235.0,263.0,28.0,Neuron,Neuron
229,ABalppappp,ABalppapp,AB,8,9,False,113.25,205.0,235.0,30.0,Unspecified,Neuron
230,ABalppapppa,ABalppappp,AB,9,10,False,112.5,235.0,269.0,34.0,Unspecified,Neuron
231,ABalppapppaa,ABalppapppa,AB,10,11,True,112.0,269.0,297.0,28.0,Neuron,Neuron
232,ABalppapppap,ABalppapppa,AB,10,11,True,113.0,269.0,297.0,28.0,Death,Not annotated
233,ABalppapppp,ABalppappp,AB,9,10,True,114.0,235.0,263.0,28.0,Neuron,Neuron
234,ABalppp,ABalpp,AB,5,6,False,123.5,132.0,154.0,22.0,Unspecified,Neuron
235,ABalpppa,ABalppp,AB,6,7,False,118.5625,154.0,178.0,24.0,Unspecified,Neuron
236,ABalpppaa,ABalpppa,AB,7,8,False,116.5,178.0,205.0,27.0,Unspecified,Neuron
237,ABalpppaaa,ABalpppaa,AB,8,9,False,115.5,205.0,235.0,30.0,Neuron,Neuron
238,ABalpppaaaa,ABalpppaaa,AB,9,10,True,115.0,235.0,263.0,28.0,Neuron,Neuron
239,ABalpppaaap,ABalpppaaa,AB,9,10,True,116.0,235.0,263.0,28.0,Neuron,Neuron
240,ABalpppaap,ABalpppaa,AB,8,9,False,117.5,205.0,235.0,30.0,Unspecified,Neuron
241,ABalpppaapd,ABalpppaap,AB,9,10,True,117.0,235.0,263.0,28.0,Neuron,Neuron
242,ABalpppaapv,ABalpppaap,AB,9,10,True,118.0,235.0,263.0,28.0,Death,Not annotated
243,ABalpppap,ABalpppa,AB,7,8,False,120.625,178.0,205.0,27.0,Unspecified,Neuron
244,ABalpppapa,ABalpppap,AB,8,9,False,119.5,205.0,235.0,30.0,Neuron,Neuron
245,ABalpppapad,ABalpppapa,AB,9,10,True,119.0,235.0,263.0,28.0,Neuron,Neuron
246,ABalpppapav,ABalpppapa,AB,9,10,True,120.0,235.0,263.0,28.0,Neuron,Neuron
247,ABalpppapp,ABalpppap,AB,8,9,False,121.75,205.0,235.0,30.0,Unspecified,Neuron
248,ABalpppappa,ABalpppapp,AB,9,10,True,121.0,235.0,263.0,28.0,Death,Not annotated
249,ABalpppappp,ABalpppapp,AB,9,10,False,122.5,235.0,269.0,34.0,Unspecified,Neuron
250,ABalpppapppa,ABalpppappp,AB,10,11,True,122.0,269.0,297.0,28.0,Neuron,Neuron
251,ABalpppapppp,ABalpppappp,AB,10,11,True,123.0,269.0,297.0,28.0,Death,Not annotated
252,ABalpppp,ABalppp,AB,6,7,False,128.4375,154.0,178.0,24.0,Unspecified,Neuron
253,ABalppppa,ABalpppp,AB,7,8,False,125.875,178.0,205.0,27.0,Unspecified,Neuron
254,ABalppppaa,ABalppppa,AB,8,9,False,124.5,205.0,235.0,30.0,Unspecified,Neuron
255,ABalppppaad,ABalppppaa,AB,9,10,True,124.0,235.0,263.0,28.0,Neuron,Neuron
256,ABalppppaav,ABalppppaa,AB,9,10,True,125.0,235.0,263.0,28.0,Death,Not annotated
257,ABalppppap,ABalppppa,AB,8,9,False,127.25,205.0,235.0,30.0,Unspecified,Neuron
258,ABalppppapa,ABalppppap,AB,9,10,False,126.5,235.0,269.0,34.0,Unspecified,Neuron
259,ABalppppapaa,ABalppppapa,AB,10,11,True,126.0,269.0,297.0,28.0,Neuron,Neuron
260,ABalppppapap,ABalppppapa,AB,10,11,True,127.0,269.0,297.0,28.0,Death,Not annotated
261,ABalppppapp,ABalppppap,AB,9,10,True,128.0,235.0,263.0,28.0,Death,Not annotated
262,ABalppppp,ABalpppp,AB,7,8,False,131.0,178.0,205.0,27.0,Unspecified,Neuron
263,ABalpppppa,ABalppppp,AB,8,9,False,129.5,205.0,235.0,30.0,Neuron,Neuron
