tree_order,cell_name,parent,founder_lineage,generation_from_founder,depth_from_P0,is_terminal,x_position,birth_time_min,end_time_min,branch_duration_min,apop_fate,ignore_apoptosis_fate
856,ABprpaaapap,ABprpaaapa,AB,9,10,True,425.0,235.0,263.0,28.0,Neuron,Neuron
857,ABprpaaapp,ABprpaaap,AB,8,9,False,427.25,205.0,235.0,30.0,Unspecified,Neuron
858,ABprpaaappa,ABprpaaapp,AB,9,10,False,426.5,235.0,269.0,34.0,Unspecified,Neuron
859,ABprpaaappaa,ABprpaaappa,AB,10,11,True,426.0,269.0,297.0,28.0,Neuron,Neuron
860,ABprpaaappap,ABprpaaappa,AB,10,11,True,427.0,269.0,297.0,28.0,Death,Not annotated
861,ABprpaaappp,ABprpaaapp,AB,9,10,True,428.0,235.0,263.0,28.0,Neuron,Neuron
862,ABprpaap,ABprpaa,AB,6,7,False,432.5625,154.0,178.0,24.0,Unspecified,Neuron
863,ABprpaapa,ABprpaap,AB,7,8,False,430.5,178.0,205.0,27.0,Unspecified,Neuron
864,ABprpaapaa,ABprpaapa,AB,8,9,False,429.5,205.0,235.0,30.0,Neuron,Neuron
865,ABprpaapaaa,ABprpaapaa,AB,9,10,True,429.0,235.0,263.0,28.0,Neuron,Neuron
866,ABprpaapaap,ABprpaapaa,AB,9,10,True,430.0,235.0,263.0,28.0,Neuron,Neuron
867,ABprpaapap,ABprpaapa,AB,8,9,False,431.5,205.0,235.0,30.0,Unspecified,Neuron
868,ABprpaapapa,ABprpaapap,AB,9,10,True,431.0,235.0,263.0,28.0,Neuron,Neuron
869,ABprpaapapp,ABprpaapap,AB,9,10,True,432.0,235.0,263.0,28.0,Death,Not annotated
870,ABprpaapp,ABprpaap,AB,7,8,False,434.625,178.0,205.0,27.0,Unspecified,Neuron
871,ABprpaappa,ABprpaapp,AB,8,9,False,433.5,205.0,235.0,30.0,Neuron,Neuron
872,ABprpaappaa,ABprpaappa,AB,9,10,True,433.0,235.0,263.0,28.0,Neuron,Neuron
873,ABprpaappap,ABprpaappa,AB,9,10,True,434.0,235.0,263.0,28.0,Neuron,Neuron
874,ABprpaappp,ABprpaapp,AB,8,9,False,435.75,205.0,235.0,30.0,Unspecified,Neuron
875,ABprpaapppa,ABprpaappp,AB,9,10,True,435.0,235.0,263.0,28.0,Neuron,Neuron
876,ABprpaapppp,ABprpaappp,AB,9,10,False,436.5,235.0,269.0,34.0,Unspecified,Neuron
877,ABprpaappppa,ABprpaapppp,AB,10,11,True,436.0,269.0,297.0,28.0,Neuron,Neuron
878,ABprpaappppp,ABprpaapppp,AB,10,11,True,437.0,269.0,297.0,28.0,Death,Not annotated
879,ABprpap,ABprpa,AB,5,6,False,445.5,132.0,154.0,22.0,Unspecified,Unspecified
880,ABprpapa,ABprpap,AB,6,7,False,441.5,154.0,178.0,24.0,Unspecified,Unspecified
881,ABprpapaa,ABprpapa,AB,7,8,False,439.5,178.0,205.0,27.0,Neuron,Neuron
882,ABprpapaaa,ABprpapaa,AB,8,9,False,438.5,205.0,235.0,30.0,Neuron,Neuron
883,ABprpapaaaa,ABprpapaaa,AB,9,10,True,438.0,235.0,263.0,28.0,Neuron,Neuron
884,ABprpapaaap,ABprpapaaa,AB,9,10,True,439.0,235.0,263.0,28.0,Neuron,Neuron
885,ABprpapaap,ABprpapaa,AB,8,9,False,440.5,205.0,235.0,30.0,Neuron,Neuron
886,ABprpapaapa,ABprpapaap,AB,9,10,True,440.0,235.0,263.0,28.0,Neuron,Neuron
887,ABprpapaapp,ABprpapaap,AB,9,10,True,441.0,235.0,263.0,28.0,Neuron,Neuron
888,ABprpapap,ABprpapa,AB,7,8,False,443.5,178.0,205.0,27.0,Unspecified,Unspecified
889,ABprpapapa,ABprpapap,AB,8,9,False,442.5,205.0,235.0,30.0,Unspecified,Not annotated
890,ABprpapapaa,ABprpapapa,AB,9,10,True,442.0,235.0,263.0,28.0,Other,Not annotated
891,ABprpapapap,ABprpapapa,AB,9,10,True,443.0,235.0,263.0,28.0,Neuron,Neuron
892,ABprpapapp,ABprpapap,AB,8,9,False,444.5,205.0,235.0,30.0,Neuron,Neuron
893,ABprpapappa,ABprpapapp,AB,9,10,True,444.0,235.0,263.0,28.0,Neuron,Neuron
894,ABprpapappp,ABprpapapp,AB,9,10,True,445.0,235.0,263.0,28.0,Neuron,Neuron
895,ABprpapp,ABprpap,AB,6,7,False,449.5,154.0,178.0,24.0,Unspecified,Unspecified
896,ABprpappa,ABprpapp,AB,7,8,False,447.5,178.0,205.0,27.0,Neuron,Neuron
897,ABprpappaa,ABprpappa,AB,8,9,False,446.5,205.0,235.0,30.0,Neuron,Neuron
898,ABprpappaaa,ABprpappaa,AB,9,10,True,446.0,235.0,263.0,28.0,Neuron,Neuron
899,ABprpappaap,ABprpappaa,AB,9,10,True,447.0,235.0,263.0,28.0,Neuron,Neuron
900,ABprpappap,ABprpappa,AB,8,9,False,448.5,205.0,235.0,30.0,Neuron,Neuron
901,ABprpappapa,ABprpappap,AB,9,10,True,448.0,235.0,263.0,28.0,Neuron,Neuron
902,ABprpappapp,ABprpappap,AB,9,10,True,449.0,235.0,263.0,28.0,Neuron,Neuron
903,ABprpappp,ABprpapp,AB,7,8,False,451.5,178.0,205.0,27.0,Unspecified,Unspecified
904,ABprpapppa,ABprpappp,AB,8,9,False,450.5,205.0,235.0,30.0,Neuron,Neuron
905,ABprpapppaa,ABprpapppa,AB,9,10,True,450.0,235.0,263.0,28.0,Neuron,Neuron
906,ABprpapppap,ABprpapppa,AB,9,10,True,451.0,235.0,263.0,28.0,Neuron,Neuron
907,ABprpapppp,ABprpappp,AB,8,9,False,452.5,205.0,235.0,30.0,Other,Not annotated
908,ABprpappppa,ABprpapppp,AB,9,10,True,452.0,235.0,263.0,28.0,Other,Not annotated
909,ABprpappppp,ABprpapppp,AB,9,10,True,453.0,235.0,263.0,28.0,Other,Not annotated
910,ABprpp,ABprp,AB,4,5,False,470.421875,112.0,132.0,20.0,Unspecified,Unspecified
911,ABprppa,ABprpp,AB,5,6,False,462.0625,132.0,154.0,22.0,Unspecified,Neuron
912,ABprppaa,ABprppa,AB,6,7,False,457.6875,154.0,178.0,24.0,Unspecified,Neuron
913,ABprppaaa,ABprppaa,AB,7,8,False,455.875,178.0,205.0,27.0,Unspecified,Neuron
914,ABprppaaaa,ABprppaaa,AB,8,9,False,454.75,205.0,235.0,30.0,Unspecified,Neuron
915,ABprppaaaaa,ABprppaaaa,AB,9,10,True,454.0,235.0,263.0,28.0,Neuron,Neuron
916,ABprppaaaap,ABprppaaaa,AB,9,10,False,455.5,235.0,269.0,34.0,Unspecified,Neuron
917,ABprppaaaapa,ABprppaaaap,AB,10,11,True,455.0,269.0,297.0,28.0,Death,Not annotated
918,ABprppaaaapp,ABprppaaaap,AB,10,11,True,456.0,269.0,297.0,28.0,Neuron,Neuron
919,ABprppaaap,ABprppaaa,AB,8,9,True,457.0,205.0,233.0,28.0,Death,Not annotated
920,ABprppaap,ABprppaa,AB,7,8,False,459.5,178.0,205.0,27.0,Unspecified,Neuron
921,ABprppaapa,ABprppaap,AB,8,9,False,458.5,205.0,235.0,30.0,Unspecified,Neuron
922,ABprppaapaa,ABprppaapa,AB,9,10,True,458.0,235.0,263.0,28.0,Death,Not annotated
923,ABprppaapap,ABprppaapa,AB,9,10,True,459.0,235.0,263.0,28.0,Neuron,Neuron
924,ABprppaapp,ABprppaap,AB,8,9,False,460.5,205.0,235.0,30.0,Neuron,Neuron
925,ABprppaappa,ABprppaapp,AB,9,10,True,460.0,235.0,263.0,28.0,Neuron,Neuron
926,ABprppaappp,ABprppaapp,AB,9,10,True,461.0,235.0,263.0,28.0,Neuron,Neuron
927,ABprppap,ABprppa,AB,6,7,False,466.4375,154.0,178.0,24.0,Neuron,Neuron
928,ABprppapa,ABprppap,AB,7,8,False,464.375,178.0,205.0,27.0,Neuron,Neuron
929,ABprppapaa,ABprppapa,AB,8,9,False,463.25,205.0,235.0,30.0,Neuron,Neuron
930,ABprppapaaa,ABprppapaa,AB,9,10,False,462.5,235.0,269.0,34.0,Neuron,Neuron
931,ABprppapaaaa,ABprppapaaa,AB,10,11,True,462.0,269.0,297.0,28.0,Neuron,Neuron
932,ABprppapaaap,ABprppapaaa,AB,10,11,True,463.0,269.0,297.0,28.0,Neuron,Neuron
933,ABprppapaap,ABprppapaa,AB,9,10,True,464.0,235.0,263.0,28.0,Neuron,Neuron
934,ABprppapap,ABprppapa,AB,8,9,False,465.5,205.0,235.0,30.0,Neuron,Neuron
935,ABprppapapa,ABprppapap,AB,9,10,True,465.0,235.0,263.0,28.0,Neuron,Neuron
936,ABprppapapp,ABprppapap,AB,9,10,True,466.0,235.0,263.0,28.0,Neuron,Neuron
937,ABprppapp,ABprppap,AB,7,8,False,468.5,178.0,205.0,27.0,Neuron,Neuron
938,ABprppappa,ABprppapp,AB,8,9,False,467.5,205.0,235.0,30.0,Neuron,Neuron
939,ABprppappaa,ABprppappa,AB,9,10,True,467.0,235.0,263.0,28.0,Neuron,Neuron
940,ABprppappap,ABprppappa,AB,9,10,True,468.0,235.0,263.0,28.0,Neuron,Neuron
941,ABprppappp,ABprppapp,AB,8,9,False,469.5,205.0,235.0,30.0,Neuron,Neuron
942,ABprppapppa,ABprppappp,AB,9,10,True,469.0,235.0,263.0,28.0,Neuron,Neuron
943,ABprppapppp,ABprppappp,AB,9,10,True,470.0,235.0,263.0,28.0,Neuron,Neuron
944,ABprppp,ABprpp,AB,5,6,False,478.78125,132.0,154.0,22.0,Unspecified,Unspecified
945,ABprpppa,ABprppp,AB,6,7,False,475.0625,154.0,178.0,24.0,Unspecified,Unspecified
946,ABprpppaa,ABprpppa,AB,7,8,False,472.875,178.0,205.0,27.0,Unspecified,Unspecified
947,ABprpppaaa,ABprpppaa,AB,8,9,False,471.5,205.0,235.0,30.0,Unspecified,Not annotated
948,ABprpppaaaa,ABprpppaaa,AB,9,10,True,471.0,235.0,263.0,28.0,Other,Not annotated
949,ABprpppaaap,ABprpppaaa,AB,9,10,True,472.0,235.0,263.0,28.0,Neuron,Neuron
950,ABprpppaap,ABprpppaa,AB,8,9,False,474.25,205.0,235.0,30.0,Neuron,Neuron
951,ABprpppaapa,ABprpppaap,AB,9,10,False,473.5,235.0,269.0,34.0,Neuron,Neuron
952,ABprpppaapaa,ABprpppaapa,AB,10,11,True,473.0,269.0,297.0,28.0,Neuron,Neuron
953,ABprpppaapap,ABprpppaapa,AB,10,11,True,474.0,269.0,297.0,28.0,Neuron,Neuron
954,ABprpppaapp,ABprpppaap,AB,9,10,True,475.0,235.0,263.0,28.0,Neuron,Neuron
955,ABprpppap,ABprpppa,AB,7,8,False,477.25,178.0,205.0,27.0,Unspecified,Unspecified
956,ABprpppapa,ABprpppap,AB,8,9,False,476.5,205.0,235.0,30.0,Unspecified,Not annotated
957,ABprpppapaa,ABprpppapa,AB,9,10,True,476.0,235.0,263.0,28.0,Neuron,Neuron
958,ABprpppapap,ABprpppapa,AB,9,10,True,477.0,235.0,263.0,28.0,Skin,Skin
959,ABprpppapp,ABprpppap,AB,8,9,True,478.0,205.0,233.0,28.0,Death,Not annotated
960,ABprpppp,ABprppp,AB,6,7,False,482.5,154.0,178.0,24.0,Unspecified,Unspecified
961,ABprppppa,ABprpppp,AB,7,8,False,480.5,178.0,205.0,27.0,Unspecified,Unspecified
962,ABprppppaa,ABprppppa,AB,8,9,False,479.5,205.0,235.0,30.0,Unspecified,Not annotated
963,ABprppppaaa,ABprppppaa,AB,9,10,True,479.0,235.0,263.0,28.0,Neuron,Neuron
964,ABprppppaap,ABprppppaa,AB,9,10,True,480.0,235.0,263.0,28.0,Other,Skin
965,ABprppppap,ABprppppa,AB,8,9,False,481.5,205.0,235.0,30.0,Unspecified,Not annotated
966,ABprppppapa,ABprppppap,AB,9,10,True,481.0,235.0,263.0,28.0,Other,Not annotated
967,ABprppppapp,ABprppppap,AB,9,10,True,482.0,235.0,263.0,28.0,Neuron,Neuron
968,ABprppppp,ABprpppp,AB,7,8,False,484.5,178.0,205.0,27.0,Unspecified,Unspecified
969,ABprpppppa,ABprppppp,AB,8,9,False,483.5,205.0,235.0,30.0,Unspecified,Not annotated
970,ABprpppppaa,ABprpppppa,AB,9,10,True,483.0,235.0,263.0,28.0,Muscle,Muscle
971,ABprpppppap,ABprpppppa,AB,9,10,True,484.0,235.0,263.0,28.0,Other,Not annotated
972,ABprpppppp,ABprppppp,AB,8,9,False,485.5,205.0,235.0,30.0,Unspecified,Skin
973,ABprppppppa,ABprpppppp,AB,9,10,True,485.0,235.0,263.0,28.0,Death,Not annotated
974,ABprppppppp,ABprpppppp,AB,9,10,True,486.0,235.0,263.0,28.0,Skin,Skin
975,P1,P0,P1,0,1,False,603.5048828125,40.0,67.0,27.0,Unspecified,Not annotated
976,EMS,P1,EMS,0,2,False,563.947265625,67.0,82.0,15.0,Unspecified,Not annotated
977,MS,EMS,MS,0,3,False,537.39453125,82.0,104.0,22.0,Unspecified,Unspecified
978,MSa,MS,MS,1,4,False,514.265625,104.0,128.0,24.0,Unspecified,Unspecified
979,MSaa,MSa,MS,2,5,False,502.34375,128.0,154.0,26.0,Unspecified,Unspecified
980,MSaaa,MSaa,MS,3,6,False,495.09375,154.0,183.0,29.0,Unspecified,Unspecified
981,MSaaaa,MSaaa,MS,4,7,False,491.1875,183.0,216.0,33.0,Unspecified,Unspecified
982,MSaaaaa,MSaaaa,MS,5,8,False,488.875,216.0,254.0,38.0,Unspecified,Unspecified
983,MSaaaaaa,MSaaaaa,MS,6,9,False,487.5,254.0,298.0,44.0,Other,Not annotated
984,MSaaaaaal,MSaaaaaa,MS,7,10,True,487.0,298.0,334.0,36.0,Other,Not annotated
985,MSaaaaaar,MSaaaaaa,MS,7,10,True,488.0,298.0,334.0,36.0,Other,Not annotated
986,MSaaaaap,MSaaaaa,MS,6,9,False,490.25,254.0,298.0,44.0,Pharynx,Pharynx
987,MSaaaaapa,MSaaaaap,MS,7,10,False,489.5,298.0,348.0,50.0,Pharynx,Pharynx
988,MSaaaaapaa,MSaaaaapa,MS,8,11,True,489.0,348.0,384.0,36.0,Pharynx,Pharynx
989,MSaaaaapap,MSaaaaapa,MS,8,11,True,490.0,348.0,384.0,36.0,Pharynx,Pharynx
990,MSaaaaapp,MSaaaaap,MS,7,10,True,491.0,298.0,334.0,36.0,Pharynx,Pharynx
991,MSaaaap,MSaaaa,MS,5,8,False,493.5,216.0,254.0,38.0,Unspecified,Pharynx
992,MSaaaapa,MSaaaap,MS,6,9,False,492.5,254.0,298.0,44.0,Pharynx,Pharynx
993,MSaaaapaa,MSaaaapa,MS,7,10,True,492.0,298.0,334.0,36.0,Pharynx,Pharynx
994,MSaaaapap,MSaaaapa,MS,7,10,True,493.0,298.0,334.0,36.0,Pharynx,Pharynx
995,MSaaaapp,MSaaaap,MS,6,9,False,494.5,254.0,298.0,44.0,Unspecified,Pharynx
996,MSaaaappa,MSaaaapp,MS,7,10,True,494.0,298.0,334.0,36.0,Death,Not annotated
997,MSaaaappp,MSaaaapp,MS,7,10,True,495.0,298.0,334.0,36.0,Pharynx,Pharynx
998,MSaaap,MSaaa,MS,4,7,False,499.0,183.0,216.0,33.0,Unspecified,Unspecified
999,MSaaapa,MSaaap,MS,5,8,False,497.5,216.0,254.0,38.0,Pharynx,Pharynx
1000,MSaaapaa,MSaaapa,MS,6,9,False,496.5,254.0,298.0,44.0,Pharynx,Pharynx
1001,MSaaapaaa,MSaaapaa,MS,7,10,True,496.0,298.0,334.0,36.0,Pharynx,Pharynx
1002,MSaaapaap,MSaaapaa,MS,7,10,True,497.0,298.0,334.0,36.0,Pharynx,Pharynx
1003,MSaaapap,MSaaapa,MS,6,9,False,498.5,254.0,298.0,44.0,Pharynx,Pharynx
1004,MSaaapapa,MSaaapap,MS,7,10,True,498.0,298.0,334.0,36.0,Pharynx,Pharynx
1005,MSaaapapp,MSaaapap,MS,7,10,True,499.0,298.0,334.0,36.0,Pharynx,Pharynx
1006,MSaaapp,MSaaap,MS,5,8,False,500.5,216.0,254.0,38.0,Unspecified,Not annotated
1007,MSaaappa,MSaaapp,MS,6,9,True,500.0,254.0,290.0,36.0,Death,Not annotated
1008,MSaaappp,MSaaapp,MS,6,9,True,501.0,254.0,290.0,36.0,Other,Not annotated
1009,MSaap,MSaa,MS,3,6,False,509.59375,154.0,183.0,29.0,Unspecified,Unspecified
1010,MSaapa,MSaap,MS,4,7,False,506.1875,183.0,216.0,33.0,Unspecified,Unspecified
1011,MSaapaa,MSaapa,MS,5,8,False,503.875,216.0,254.0,38.0,Unspecified,Pharynx
1012,MSaapaaa,MSaapaa,MS,6,9,False,502.5,254.0,298.0,44.0,Pharynx,Pharynx
1013,MSaapaaaa,MSaapaaa,MS,7,10,True,502.0,298.0,334.0,36.0,Pharynx,Pharynx
1014,MSaapaaap,MSaapaaa,MS,7,10,True,503.0,298.0,334.0,36.0,Pharynx,Pharynx
1015,MSaapaap,MSaapaa,MS,6,9,False,505.25,254.0,298.0,44.0,Unspecified,Pharynx
1016,MSaapaapa,MSaapaap,MS,7,10,False,504.5,298.0,348.0,50.0,Unspecified,Pharynx
1017,MSaapaapaa,MSaapaapa,MS,8,11,True,504.0,348.0,384.0,36.0,Pharynx,Pharynx
1018,MSaapaapap,MSaapaapa,MS,8,11,True,505.0,348.0,384.0,36.0,Death,Not annotated
1019,MSaapaapp,MSaapaap,MS,7,10,True,506.0,298.0,334.0,36.0,Pharynx,Pharynx
1020,MSaapap,MSaapa,MS,5,8,False,508.5,216.0,254.0,38.0,Unspecified,Unspecified
1021,MSaapapa,MSaapap,MS,6,9,False,507.5,254.0,298.0,44.0,Unspecified,Pharynx
1022,MSaapapaa,MSaapapa,MS,7,10,True,507.0,298.0,334.0,36.0,Pharynx,Pharynx
1023,MSaapapap,MSaapapa,MS,7,10,True,508.0,298.0,334.0,36.0,Death,Not annotated
1024,MSaapapp,MSaapap,MS,6,9,False,509.5,254.0,298.0,44.0,Unspecified,Not annotated
1025,MSaapappa,MSaapapp,MS,7,10,True,509.0,298.0,334.0,36.0,Pharynx,Pharynx
1026,MSaapappp,MSaapapp,MS,7,10,True,510.0,298.0,334.0,36.0,Other,Not annotated
1027,MSaapp,MSaap,MS,4,7,False,513.0,183.0,216.0,33.0,Unspecified,Unspecified
1028,MSaappa,MSaapp,MS,5,8,False,511.5,216.0,254.0,38.0,Other,Not annotated
1029,MSaappaa,MSaappa,MS,6,9,True,511.0,254.0,290.0,36.0,Other,Not annotated
1030,MSaappap,MSaappa,MS,6,9,True,512.0,254.0,290.0,36.0,Other,Not annotated
1031,MSaappp,MSaapp,MS,5,8,False,514.5,216.0,254.0,38.0,Muscle,Muscle
1032,MSaapppa,MSaappp,MS,6,9,False,513.5,254.0,298.0,44.0,Muscle,Muscle
1033,MSaapppaa,MSaapppa,MS,7,10,True,513.0,298.0,334.0,36.0,Muscle,Muscle
1034,MSaapppap,MSaapppa,MS,7,10,True,514.0,298.0,334.0,36.0,Muscle,Muscle
1035,MSaapppp,MSaappp,MS,6,9,False,515.5,254.0,298.0,44.0,Muscle,Muscle
1036,MSaappppa,MSaapppp,MS,7,10,True,515.0,298.0,334.0,36.0,Muscle,Muscle
1037,MSaappppp,MSaapppp,MS,7,10,True,516.0,298.0,334.0,36.0,Muscle,Muscle
1038,MSap,MSa,MS,2,5,False,526.1875,128.0,154.0,26.0,Unspecified,Unspecified
1039,MSapa,MSap,MS,3,6,False,521.875,154.0,183.0,29.0,Unspecified,Unspecified
1040,MSapaa,MSapa,MS,4,7,False,519.375,183.0,216.0,33.0,Unspecified,Unspecified
1041,MSapaaa,MSapaa,MS,5,8,False,518.25,216.0,254.0,38.0,Unspecified,Unspecified
1042,MSapaaaa,MSapaaa,MS,6,9,False,517.5,254.0,298.0,44.0,Other,Not annotated
1043,MSapaaaad,MSapaaaa,MS,7,10,True,517.0,298.0,334.0,36.0,Other,Not annotated
1044,MSapaaaav,MSapaaaa,MS,7,10,True,518.0,298.0,334.0,36.0,Other,Not annotated
1045,MSapaaap,MSapaaa,MS,6,9,True,519.0,254.0,290.0,36.0,Muscle,Muscle
1046,MSapaap,MSapaa,MS,5,8,False,520.5,216.0,254.0,38.0,Unspecified,Not annotated
1047,MSapaapa,MSapaap,MS,6,9,True,520.0,254.0,290.0,36.0,Death,Not annotated
1048,MSapaapp,MSapaap,MS,6,9,True,521.0,254.0,290.0,36.0,Other,Not annotated
1049,MSapap,MSapa,MS,4,7,False,524.375,183.0,216.0,33.0,Unspecified,Unspecified
1050,MSapapa,MSapap,MS,5,8,False,523.25,216.0,254.0,38.0,Unspecified,Unspecified
1051,MSapapaa,MSapapa,MS,6,9,False,522.5,254.0,298.0,44.0,Other,Not annotated
1052,MSapapaaa,MSapapaa,MS,7,10,True,522.0,298.0,334.0,36.0,Other,Not annotated
1053,MSapapaap,MSapapaa,MS,7,10,True,523.0,298.0,334.0,36.0,Other,Not annotated
1054,MSapapap,MSapapa,MS,6,9,True,524.0,254.0,290.0,36.0,Muscle,Muscle
1055,MSapapp,MSapap,MS,5,8,False,525.5,216.0,254.0,38.0,Muscle,Muscle
1056,MSapappa,MSapapp,MS,6,9,True,525.0,254.0,290.0,36.0,Muscle,Muscle
1057,MSapappp,MSapapp,MS,6,9,True,526.0,254.0,290.0,36.0,Muscle,Muscle
1058,MSapp,MSap,MS,3,6,False,530.5,154.0,183.0,29.0,Unspecified,Unspecified
1059,MSappa,MSapp,MS,4,7,False,528.5,183.0,216.0,33.0,Unspecified,Unspecified
1060,MSappaa,MSappa,MS,5,8,False,527.5,216.0,254.0,38.0,Other,Not annotated
1061,MSappaaa,MSappaa,MS,6,9,True,527.0,254.0,290.0,36.0,Other,Not annotated
1062,MSappaap,MSappaa,MS,6,9,True,528.0,254.0,290.0,36.0,Other,Not annotated
1063,MSappap,MSappa,MS,5,8,False,529.5,216.0,254.0,38.0,Unspecified,Muscle
1064,MSappapa,MSappap,MS,6,9,True,529.0,254.0,290.0,36.0,Death,Not annotated
1065,MSappapp,MSappap,MS,6,9,True,530.0,254.0,290.0,36.0,Muscle,Muscle
1066,MSappp,MSapp,MS,4,7,False,532.5,183.0,216.0,33.0,Muscle,Muscle
1067,MSapppa,MSappp,MS,5,8,False,531.5,216.0,254.0,38.0,Muscle,Muscle
1068,MSapppaa,MSapppa,MS,6,9,True,531.0,254.0,290.0,36.0,Muscle,Muscle
1069,MSapppap,MSapppa,MS,6,9,True,532.0,254.0,290.0,36.0,Muscle,Muscle
1070,MSapppp,MSappp,MS,5,8,False,533.5,216.0,254.0,38.0,Muscle,Muscle
1071,MSappppa,MSapppp,MS,6,9,True,533.0,254.0,290.0,36.0,Muscle,Muscle
1072,MSappppp,MSapppp,MS,6,9,True,534.0,254.0,290.0,36.0,Muscle,Muscle
1073,MSp,MS,MS,1,4,False,560.5234375,104.0,128.0,24.0,Unspecified,Unspecified
1074,MSpa,MSp,MS,2,5,False,548.859375,128.0,154.0,26.0,Unspecified,Unspecified
1075,MSpaa,MSpa,MS,3,6,False,542.125,154.0,183.0,29.0,Unspecified,Unspecified
1076,MSpaaa,MSpaa,MS,4,7,False,538.5,183.0,216.0,33.0,Unspecified,Pharynx
1077,MSpaaaa,MSpaaa,MS,5,8,False,536.5,216.0,254.0,38.0,Unspecified,Pharynx
1078,MSpaaaaa,MSpaaaa,MS,6,9,False,535.5,254.0,298.0,44.0,Unspecified,Pharynx
1079,MSpaaaaaa,MSpaaaaa,MS,7,10,True,535.0,298.0,334.0,36.0,Pharynx,Pharynx
1080,MSpaaaaap,MSpaaaaa,MS,7,10,True,536.0,298.0,334.0,36.0,Death,Not annotated
1081,MSpaaaap,MSpaaaa,MS,6,9,False,537.5,254.0,298.0,44.0,Pharynx,Pharynx
1082,MSpaaaapa,MSpaaaap,MS,7,10,True,537.0,298.0,334.0,36.0,Pharynx,Pharynx
1083,MSpaaaapp,MSpaaaap,MS,7,10,True,538.0,298.0,334.0,36.0,Pharynx,Pharynx
1084,MSpaaap,MSpaaa,MS,5,8,False,540.5,216.0,254.0,38.0,Pharynx,Pharynx
1085,MSpaaapa,MSpaaap,MS,6,9,False,539.5,254.0,298.0,44.0,Pharynx,Pharynx
1086,MSpaaapaa,MSpaaapa,MS,7,10,True,539.0,298.0,334.0,36.0,Pharynx,Pharynx
1087,MSpaaapap,MSpaaapa,MS,7,10,True,540.0,298.0,334.0,36.0,Pharynx,Pharynx
1088,MSpaaapp,MSpaaap,MS,6,9,False,541.5,254.0,298.0,44.0,Pharynx,Pharynx
1089,MSpaaappa,MSpaaapp,MS,7,10,True,541.0,298.0,334.0,36.0,Pharynx,Pharynx
1090,MSpaaappp,MSpaaapp,MS,7,10,True,542.0,298.0,334.0,36.0,Pharynx,Pharynx
1091,MSpaap,MSpaa,MS,4,7,False,545.75,183.0,216.0,33.0,Unspecified,Unspecified
1092,MSpaapa,MSpaap,MS,5,8,False,544.5,216.0,254.0,38.0,Unspecified,Unspecified
1093,MSpaapaa,MSpaapa,MS,6,9,False,543.5,254.0,298.0,44.0,Unspecified,Pharynx
1094,MSpaapaaa,MSpaapaa,MS,7,10,True,543.0,298.0,334.0,36.0,Pharynx,Pharynx
1095,MSpaapaap,MSpaapaa,MS,7,10,True,544.0,298.0,334.0,36.0,Death,Not annotated
1096,MSpaapap,MSpaapa,MS,6,9,False,545.5,254.0,298.0,44.0,Unspecified,Not annotated
1097,MSpaapapa,MSpaapap,MS,7,10,True,545.0,298.0,334.0,36.0,Pharynx,Pharynx
1098,MSpaapapp,MSpaapap,MS,7,10,True,546.0,298.0,334.0,36.0,Other,Not annotated
1099,MSpaapp,MSpaap,MS,5,8,True,547.0,216.0,252.0,36.0,Death,Not annotated
1100,MSpap,MSpa,MS,3,6,False,555.59375,154.0,183.0,29.0,Unspecified,Unspecified
1101,MSpapa,MSpap,MS,4,7,False,552.1875,183.0,216.0,33.0,Unspecified,Unspecified
1102,MSpapaa,MSpapa,MS,5,8,False,549.875,216.0,254.0,38.0,Unspecified,Pharynx
1103,MSpapaaa,MSpapaa,MS,6,9,False,548.5,254.0,298.0,44.0,Pharynx,Pharynx
1104,MSpapaaaa,MSpapaaa,MS,7,10,True,548.0,298.0,334.0,36.0,Pharynx,Pharynx
1105,MSpapaaap,MSpapaaa,MS,7,10,True,549.0,298.0,334.0,36.0,Pharynx,Pharynx
1106,MSpapaap,MSpapaa,MS,6,9,False,551.25,254.0,298.0,44.0,Unspecified,Pharynx
1107,MSpapaapa,MSpapaap,MS,7,10,False,550.5,298.0,348.0,50.0,Unspecified,Pharynx
1108,MSpapaapaa,MSpapaapa,MS,8,11,True,550.0,348.0,384.0,36.0,Pharynx,Pharynx
1109,MSpapaapap,MSpapaapa,MS,8,11,True,551.0,348.0,384.0,36.0,Death,Not annotated
1110,MSpapaapp,MSpapaap,MS,7,10,True,552.0,298.0,334.0,36.0,Pharynx,Pharynx
1111,MSpapap,MSpapa,MS,5,8,False,554.5,216.0,254.0,38.0,Unspecified,Unspecified
1112,MSpapapa,MSpapap,MS,6,9,False,553.5,254.0,298.0,44.0,Unspecified,Pharynx
1113,MSpapapaa,MSpapapa,MS,7,10,True,553.0,298.0,334.0,36.0,Pharynx,Pharynx
1114,MSpapapap,MSpapapa,MS,7,10,True,554.0,298.0,334.0,36.0,Death,Not annotated
1115,MSpapapp,MSpapap,MS,6,9,False,555.5,254.0,298.0,44.0,Unspecified,Not annotated
1116,MSpapappa,MSpapapp,MS,7,10,True,555.0,298.0,334.0,36.0,Pharynx,Pharynx
1117,MSpapappp,MSpapapp,MS,7,10,True,556.0,298.0,334.0,36.0,Other,Not annotated
1118,MSpapp,MSpap,MS,4,7,False,559.0,183.0,216.0,33.0,Muscle,Muscle
